iid	pop	max_roh	sum_roh>4	n_roh>4	sum_roh>8	n_roh>8	sum_roh>12	n_roh>12	sum_roh>20	n_roh>20	lat	lon	age	study	clst	mean_cov	n_cov_snp	include_alt	region	color	economy
Hezhen_2	Hezhen	0.0	0.0	0	0.0	0	0.0	0	0.0	0	47.5	133.5	0.0	Lazaridis et al. 2014	Modern		555262	1	Hezhen	gainsboro	
Palestinian_36	Palestinian	22.5869	32.492998	2	32.492998	2	22.5869	1	22.5869	1	32.0	35.0	0.0	Lazaridis et al. 2014	Modern		555261	1	Levante	gainsboro	
French_South_5	French_South	26.958494999999992	67.9497	5	47.086495000000006	2	47.086495000000006	2	47.086495000000006	2	43.4	-0.6	0.0	Lazaridis et al. 2014	Modern		555260	1	Iberia	gainsboro	
Syrian_2	Syrian	31.565002000000003	80.53498999999991	6	58.71129299999996	2	58.71129299999996	2	58.71129299999996	2	35.1	36.9	0.0	Lazaridis et al. 2014	Modern		555259	1	Levante	gainsboro	
Turkish_8	Turkish	17.328195999999995	128.26010399999998	12	112.19161100000001	9	74.402808	5	0.0	0	41.0	39.7	0.0	Lazaridis et al. 2014	Modern		555256	1	Steppe	gainsboro	
Uygur_4	Uygur	0.0	0.0	0	0.0	0	0.0	0	0.0	0	44.0	81.0	0.0	Lazaridis et al. 2014	Modern		555256	1	Steppe	gainsboro	
Finnish_4	Finnish	14.19240300000001	19.537705000000006	2	14.19240300000001	1	14.19240300000001	1	0.0	0	60.2	24.9	0.0	Lazaridis et al. 2014	Modern		555256	1	Baltic Sea	gainsboro	
Spanish_North_1	Spanish_North	4.518204999999987	4.518204999999987	1	0.0	0	0.0	0	0.0	0	42.8	-2.7	0.0	Lazaridis et al. 2014	Modern		555254	1	Iberia	gainsboro	
Zapotec_6	Zapotec	15.371501000000002	54.18800100000001	6	39.054101	3	27.558601	2	0.0	0	17.0	-96.5	0.0	Lazaridis et al. 2014	Modern		555253	1	Zapotec	gainsboro	
Khomani_0	Khomani	0.0	0.0	0	0.0	0	0.0	0	0.0	0	-27.8	21.1	0.0	Lazaridis et al. 2014	Modern		555253	1	Khomani	gainsboro	
Ukrainian_2	Ukrainian	0.0	0.0	0	0.0	0	0.0	0	0.0	0	50.3	31.6	0.0	Lazaridis et al. 2014	Modern		555253	1	Black Sea	gainsboro	
Tujia_5	Tujia	0.0	0.0	0	0.0	0	0.0	0	0.0	0	29.0	109.0	0.0	Lazaridis et al. 2014	Modern		555252	1	Tujia	gainsboro	
Nogai_5	Nogai	16.643203000000003	16.643203000000003	1	16.643203000000003	1	16.643203000000003	1	0.0	0	44.4	41.9	0.0	Lazaridis et al. 2014	Modern		555251	1	Steppe	gainsboro	
Japanese_19	Japanese	0.0	0.0	0	0.0	0	0.0	0	0.0	0	38.0	138.0	0.0	Lazaridis et al. 2014	Modern		555249	1	Japanese	gainsboro	
Mixtec_9	Mixtec	12.213600000000005	61.43752600000003	8	33.354222000000036	3	12.213600000000005	1	0.0	0	16.7	-97.2	0.0	Lazaridis et al. 2014	Modern		555248	1	Mixtec	gainsboro	
BedouinA_15	BedouinA	30.271209000000002	182.082428	16	130.93761200000003	8	100.10820600000004	5	54.72000900000001	2	31.0	35.0	0.0	Lazaridis et al. 2014	Modern		555247	1	Levante	gainsboro	
Chechen_7	Chechen	0.0	0.0	0	0.0	0	0.0	0	0.0	0	43.3	45.7	0.0	Lazaridis et al. 2014	Modern		555246	1	Steppe	gainsboro	
Eskimo_14	Eskimo	14.808297000000017	86.53549100000001	13	33.04868300000001	3	14.808297000000017	1	0.0	0	66.0	169.7	0.0	Lazaridis et al. 2014	Modern		555246	1	Eskimo	gainsboro	
Yukagir_1	Yukagir	17.948800000000006	35.63869500000001	4	17.948800000000006	1	17.948800000000006	1	0.0	0	68.6	153.0	0.0	Lazaridis et al. 2014	Modern		555245	1	Yukagir	gainsboro	
Balochi_16	Balochi	51.0993	410.489315	30	366.439014	22	280.955415	13	177.999593	6	30.5	66.5	0.0	Lazaridis et al. 2014	Modern		555244	1	Central Asia	gainsboro	
Yemenite_Jew_5	Yemenite_Jew	0.0	0.0	0	0.0	0	0.0	0	0.0	0	15.4	44.2	0.0	Lazaridis et al. 2014	Modern		555243	1	Yemenite_Jew	gainsboro	
Papuan_7	Papuan	8.196293999999991	22.80329499999999	4	8.196293999999991	1	0.0	0	0.0	0	-4.0	143.0	0.0	Lazaridis et al. 2014	Modern		555239	1	Papuan	gainsboro	
Makrani_9	Makrani	10.394203	23.52809	3	10.394203	1	0.0	0	0.0	0	26.0	64.0	0.0	Lazaridis et al. 2014	Modern		555239	1	Central Asia	gainsboro	
Lahu_1	Lahu	17.723698000000002	119.14980699999998	13	81.57730600000002	6	63.702298000000006	4	0.0	0	22.0	100.0	0.0	Lazaridis et al. 2014	Modern		555238	1	Lahu	gainsboro	
Eskimo_0	Eskimo	29.682601000000002	95.2385	11	56.17339499999999	4	29.682601000000002	1	29.682601000000002	1	66.0	169.7	0.0	Lazaridis et al. 2014	Modern		555236	1	Eskimo	gainsboro	
Palestinian_33	Palestinian	16.263099999999994	31.172091999999985	3	24.303299999999997	2	16.263099999999994	1	0.0	0	32.0	35.0	0.0	Lazaridis et al. 2014	Modern		555236	1	Levante	gainsboro	
Nganasan_1	Nganasan	16.616892999999994	46.36389600000001	4	38.60969600000001	3	29.438395	2	0.0	0	71.1	96.1	0.0	Lazaridis et al. 2014	Modern		555235	1	Nganasan	gainsboro	
Palestinian_13	Palestinian	8.368503999999998	8.368503999999998	1	8.368503999999998	1	0.0	0	0.0	0	32.0	35.0	0.0	Lazaridis et al. 2014	Modern		555233	1	Levante	gainsboro	
Dai_7	Dai	0.0	0.0	0	0.0	0	0.0	0	0.0	0	21.0	100.0	0.0	Lazaridis et al. 2014	Modern		555233	1	Dai	gainsboro	
Selkup_7	Selkup	17.9407	90.16639	9	59.52438599999999	4	47.737794	3	0.0	0	65.5	82.3	0.0	Lazaridis et al. 2014	Modern		555233	1	Selkup	gainsboro	
Estonian_6	Estonian	0.0	0.0	0	0.0	0	0.0	0	0.0	0	58.5	24.9	0.0	Lazaridis et al. 2014	Modern		555232	1	Baltic Sea	gainsboro	
Moroccan_Jew_1	Moroccan_Jew	8.773695999999997	15.287795999999998	2	8.773695999999997	1	0.0	0	0.0	0	34.0	-6.8	0.0	Lazaridis et al. 2014	Modern		555231	1	North Africa	gainsboro	
Hungarian_18	Hungarian	0.0	0.0	0	0.0	0	0.0	0	0.0	0	47.5	19.1	0.0	Lazaridis et al. 2014	Modern		555230	1	Eastern Europe	gainsboro	
Sardinian_22	Sardinian	9.709895000000003	14.071193000000005	2	9.709895000000003	1	0.0	0	0.0	0	40.0	9.0	0.0	Lazaridis et al. 2014	Modern		555230	1	Sardinia	gainsboro	
North_Ossetian_0	North_Ossetian	16.11040199999999	16.11040199999999	1	16.11040199999999	1	16.11040199999999	1	0.0	0	43.0	44.7	0.0	Lazaridis et al. 2014	Modern		555226	1	Steppe	gainsboro	
Saharawi_4	Saharawi	47.03520600000002	149.30565	12	120.12202899999996	7	69.73900800000001	2	69.73900800000001	2	27.3	-8.9	0.0	Lazaridis et al. 2014	Modern		555225	1	North Africa	gainsboro	
Yemenite_Jew_4	Yemenite_Jew	15.323804999999998	45.14589599999999	4	39.387002	3	30.331304	2	0.0	0	15.4	44.2	0.0	Lazaridis et al. 2014	Modern		555224	1	Yemenite_Jew	gainsboro	
Zapotec_1	Zapotec	5.20980299999998	5.20980299999998	1	0.0	0	0.0	0	0.0	0	17.0	-96.5	0.0	Lazaridis et al. 2014	Modern		555224	1	Zapotec	gainsboro	
Mayan_2	Mayan	0.0	0.0	0	0.0	0	0.0	0	0.0	0	19.0	-91.0	0.0	Lazaridis et al. 2014	Modern		555224	1	Mayan	gainsboro	
Kalmyk_7	Kalmyk	0.0	0.0	0	0.0	0	0.0	0	0.0	0	46.2	45.3	0.0	Lazaridis et al. 2014	Modern		555223	1	Steppe	gainsboro	
Greek_19	Greek	0.0	0.0	0	0.0	0	0.0	0	0.0	0	40.6	22.9	0.0	Lazaridis et al. 2014	Modern		555222	1	Aegan	gainsboro	
Chukchi_18	Chukchi	11.776291999999987	52.195206000000006	9	11.776291999999987	1	0.0	0	0.0	0	69.5	168.8	0.0	Lazaridis et al. 2014	Modern		555221	1	Chukchi	gainsboro	
Mozabite_16	Mozabite	24.0161	95.794888	10	63.56009900000002	4	46.61520000000001	2	46.61520000000001	2	32.0	3.0	0.0	Lazaridis et al. 2014	Modern		555221	1	North Africa	gainsboro	
Gambian_0	Gambian	0.0	0.0	0	0.0	0	0.0	0	0.0	0	13.4	16.7	0.0	Lazaridis et al. 2014	Modern		555220	1	Gambian	gainsboro	
Pima_13	Pima	17.825902	75.23600600000002	8	55.65431000000001	4	44.877009	3	0.0	0	29.0	-108.0	0.0	Lazaridis et al. 2014	Modern		555219	1	Pima	gainsboro	
Armenian_2	Armenian	0.0	0.0	0	0.0	0	0.0	0	0.0	0	40.2	44.5	0.0	Lazaridis et al. 2014	Modern		555218	1	Steppe	gainsboro	
Spanish_48	Spanish	0.0	0.0	0	0.0	0	0.0	0	0.0	0	41.8	1.5	0.0	Lazaridis et al. 2014	Modern		555217	1	Iberia	gainsboro	
Tunisian_Jew_1	Tunisian_Jew	9.770798999999997	30.31729999999999	5	9.770798999999997	1	0.0	0	0.0	0	36.8	10.2	0.0	Lazaridis et al. 2014	Modern		555217	1	Tunisian_Jew	gainsboro	
Miao_3	Miao	32.926100000000005	46.83239700000002	3	41.46499900000001	2	32.926100000000005	1	32.926100000000005	1	28.0	109.0	0.0	Lazaridis et al. 2014	Modern		555216	1	Miao	gainsboro	
Mozabite_12	Mozabite	11.165300000000006	44.37510700000003	7	11.165300000000006	1	0.0	0	0.0	0	32.0	3.0	0.0	Lazaridis et al. 2014	Modern		555216	1	North Africa	gainsboro	
Greek_18	Greek	0.0	0.0	0	0.0	0	0.0	0	0.0	0	40.6	22.9	0.0	Lazaridis et al. 2014	Modern		555213	1	Aegan	gainsboro	
Han_16	Han	0.0	0.0	0	0.0	0	0.0	0	0.0	0	32.3	114.0	0.0	Lazaridis et al. 2014	Modern		555212	1	Han	gainsboro	
Balkar_8	Balkar	0.0	0.0	0	0.0	0	0.0	0	0.0	0	43.5	43.6	0.0	Lazaridis et al. 2014	Modern		555211	1	Steppe	gainsboro	
BedouinB_16	BedouinB	26.871901	228.73120600000004	17	204.47040000000007	13	165.28028999999998	9	94.02150600000002	4	31.0	35.0	0.0	Lazaridis et al. 2014	Modern		555211	1	Levante	gainsboro	
Ashkenazi_Jew_2	Ashkenazi_Jew	0.0	0.0	0	0.0	0	0.0	0	0.0	0	52.2	21.0	0.0	Lazaridis et al. 2014	Modern		555209	1	Eastern Europe	gainsboro	
French_12	French	0.0	0.0	0	0.0	0	0.0	0	0.0	0	46.0	2.0	0.0	Lazaridis et al. 2014	Modern		555209	1	French	gainsboro	
Japanese_11	Japanese	0.0	0.0	0	0.0	0	0.0	0	0.0	0	38.0	138.0	0.0	Lazaridis et al. 2014	Modern		555208	1	Japanese	gainsboro	
Bulgarian_2	Bulgarian	0.0	0.0	0	0.0	0	0.0	0	0.0	0	42.2	24.7	0.0	Lazaridis et al. 2014	Modern		555208	1	Balkans	gainsboro	
Nogai_0	Nogai	0.0	0.0	0	0.0	0	0.0	0	0.0	0	44.4	41.9	0.0	Lazaridis et al. 2014	Modern		555207	1	Steppe	gainsboro	
Japanese_15	Japanese	0.0	0.0	0	0.0	0	0.0	0	0.0	0	38.0	138.0	0.0	Lazaridis et al. 2014	Modern		555206	1	Japanese	gainsboro	
Nganasan_9	Nganasan	31.532699	63.84979400000002	6	48.07320100000002	3	31.532699	1	31.532699	1	71.1	96.1	0.0	Lazaridis et al. 2014	Modern		555206	1	Nganasan	gainsboro	
Balochi_9	Balochi	37.472999	409.89858499999985	31	347.006103	20	268.51980699999996	12	198.233012	7	30.5	66.5	0.0	Lazaridis et al. 2014	Modern		555205	1	Central Asia	gainsboro	
Cypriot_5	Cypriot	18.793500000000012	45.97889800000002	5	18.793500000000012	1	18.793500000000012	1	0.0	0	35.1	33.4	0.0	Lazaridis et al. 2014	Modern		555204	1	Levante	gainsboro	
Bengali_6	Bengali	0.0	0.0	0	0.0	0	0.0	0	0.0	0	23.7	90.4	0.0	Lazaridis et al. 2014	Modern		555202	1	Bengali	gainsboro	
Belarusian_9	Belarusian	0.0	0.0	0	0.0	0	0.0	0	0.0	0	53.9	28.0	0.0	Lazaridis et al. 2014	Modern		555201	1	Baltic Sea	gainsboro	
Korean_1	Korean	0.0	0.0	0	0.0	0	0.0	0	0.0	0	37.6	127.0	0.0	Lazaridis et al. 2014	Modern		555199	1	Korean	gainsboro	
Atayal_0	Atayal	7.705497999999999	63.66891500000001	11	0.0	0	0.0	0	0.0	0	24.6	121.3	0.0	Lazaridis et al. 2014	Modern		555199	1	Atayal	gainsboro	
Spanish_30	Spanish	0.0	0.0	0	0.0	0	0.0	0	0.0	0	39.9	-4.0	0.0	Lazaridis et al. 2014	Modern		555197	1	Iberia	gainsboro	
French_2	French	0.0	0.0	0	0.0	0	0.0	0	0.0	0	46.0	2.0	0.0	Lazaridis et al. 2014	Modern		555196	1	French	gainsboro	
Hungarian_16	Hungarian	0.0	0.0	0	0.0	0	0.0	0	0.0	0	47.5	19.1	0.0	Lazaridis et al. 2014	Modern		555196	1	Eastern Europe	gainsboro	
Eskimo_12	Eskimo	18.981599000000006	108.67890700000004	11	82.04270400000003	6	54.20359900000001	3	0.0	0	66.0	169.7	0.0	Lazaridis et al. 2014	Modern		555194	1	Eskimo	gainsboro	
Palestinian_32	Palestinian	15.258997999999998	25.249985000000038	3	15.258997999999998	1	15.258997999999998	1	0.0	0	32.0	35.0	0.0	Lazaridis et al. 2014	Modern		555193	1	Levante	gainsboro	
Basque_17	Basque	36.58219600000001	40.613896000000025	2	36.58219600000001	1	36.58219600000001	1	36.58219600000001	1	43.0	0.0	0.0	Lazaridis et al. 2014	Modern		555192	1	Iberia	gainsboro	
North_Ossetian_8	North_Ossetian	7.432706	7.432706	1	0.0	0	0.0	0	0.0	0	43.0	44.7	0.0	Lazaridis et al. 2014	Modern		555192	1	Steppe	gainsboro	
Icelandic_5	Icelandic	0.0	0.0	0	0.0	0	0.0	0	0.0	0	64.1	-21.9	0.0	Lazaridis et al. 2014	Modern		555192	1	Icelandic	gainsboro	
BedouinA_9	BedouinA	25.73709500000001	254.6681	20	217.47329100000002	13	189.01939199999998	10	89.99029100000004	4	31.0	35.0	0.0	Lazaridis et al. 2014	Modern		555190	1	Levante	gainsboro	
Atayal_2	Atayal	26.63520600000001	153.864	16	90.120807	5	81.62290099999998	4	47.374004	2	24.6	121.3	0.0	Lazaridis et al. 2014	Modern		555190	1	Atayal	gainsboro	
Kalmyk_9	Kalmyk	0.0	0.0	0	0.0	0	0.0	0	0.0	0	46.2	45.3	0.0	Lazaridis et al. 2014	Modern		555190	1	Steppe	gainsboro	
Spanish_6	Spanish	0.0	0.0	0	0.0	0	0.0	0	0.0	0	39.0	-6.0	0.0	Lazaridis et al. 2014	Modern		555189	1	Iberia	gainsboro	
Tuvinian_1	Tuvinian	24.329000999999995	45.11550399999996	4	35.02710499999999	2	24.329000999999995	1	24.329000999999995	1	50.3	95.2	0.0	Lazaridis et al. 2014	Modern		555189	1	Steppe	gainsboro	
Eskimo_11	Eskimo	24.98780200000001	39.331098000000026	4	24.98780200000001	1	24.98780200000001	1	24.98780200000001	1	66.0	169.7	0.0	Lazaridis et al. 2014	Modern		555189	1	Eskimo	gainsboro	
Makrani_18	Makrani	5.173695	5.173695	1	0.0	0	0.0	0	0.0	0	26.0	64.0	0.0	Lazaridis et al. 2014	Modern		555188	1	Central Asia	gainsboro	
Ukrainian_4	Ukrainian	0.0	0.0	0	0.0	0	0.0	0	0.0	0	50.3	31.6	0.0	Lazaridis et al. 2014	Modern		555188	1	Black Sea	gainsboro	
Spanish_0	Spanish	0.0	0.0	0	0.0	0	0.0	0	0.0	0	41.4	-4.5	0.0	Lazaridis et al. 2014	Modern		555188	1	Iberia	gainsboro	
Zapotec_9	Zapotec	10.908901000000002	20.927801000000006	3	10.908901000000002	1	0.0	0	0.0	0	17.0	-96.5	0.0	Lazaridis et al. 2014	Modern		555187	1	Zapotec	gainsboro	
Yi_7	Yi	0.0	0.0	0	0.0	0	0.0	0	0.0	0	28.0	103.0	0.0	Lazaridis et al. 2014	Modern		555184	1	Yi	gainsboro	
Yoruba_65	Yoruba	0.0	0.0	0	0.0	0	0.0	0	0.0	0	7.4	3.9	0.0	Lazaridis et al. 2014	Modern		555182	1	Yoruba	gainsboro	
Mozabite_11	Mozabite	9.3404	41.32989399999996	8	9.3404	1	0.0	0	0.0	0	32.0	3.0	0.0	Lazaridis et al. 2014	Modern		555181	1	North Africa	gainsboro	
Bougainville_5	Bougainville	7.038306999999987	7.038306999999987	1	0.0	0	0.0	0	0.0	0	-6.0	155.0	0.0	Lazaridis et al. 2014	Modern		555178	1	Bougainville	gainsboro	
Czech_9	Czech	0.0	0.0	0	0.0	0	0.0	0	0.0	0	50.1	14.4	0.0	Lazaridis et al. 2014	Modern		555177	1	Central Europe	gainsboro	
Bergamo_9	Bergamo	0.0	0.0	0	0.0	0	0.0	0	0.0	0	46.0	10.0	0.0	Lazaridis et al. 2014	Modern		555177	1	Central Europe	gainsboro	
Mordovian_6	Mordovian	4.847299999999999	4.847299999999999	1	0.0	0	0.0	0	0.0	0	54.2	45.2	0.0	Lazaridis et al. 2014	Modern		555176	1	Steppe	gainsboro	
Lithuanian_6	Lithuanian	0.0	0.0	0	0.0	0	0.0	0	0.0	0	54.9	23.9	0.0	Lazaridis et al. 2014	Modern		555175	1	Baltic Sea	gainsboro	
Luo_2	Luo	0.0	0.0	0	0.0	0	0.0	0	0.0	0	-0.1	34.3	0.0	Lazaridis et al. 2014	Modern		555174	1	East Africa	gainsboro	
Oroqen_3	Oroqen	26.77670100000001	26.77670100000001	1	26.77670100000001	1	26.77670100000001	1	26.77670100000001	1	50.4	126.5	0.0	Lazaridis et al. 2014	Modern		555173	1	Oroqen	gainsboro	
Greek_1	Greek	0.0	0.0	0	0.0	0	0.0	0	0.0	0	38.0	23.7	0.0	Lazaridis et al. 2014	Modern		555173	1	Aegan	gainsboro	
Albanian_2	Albanian	0.0	0.0	0	0.0	0	0.0	0	0.0	0	41.3	19.8	0.0	Lazaridis et al. 2014	Modern		555173	1	Balkans	gainsboro	
Cambodian_6	Cambodian	0.0	0.0	0	0.0	0	0.0	0	0.0	0	12.0	105.0	0.0	Lazaridis et al. 2014	Modern		555170	1	Cambodian	gainsboro	
Cypriot_4	Cypriot	5.193798999999999	5.193798999999999	1	0.0	0	0.0	0	0.0	0	35.1	33.4	0.0	Lazaridis et al. 2014	Modern		555168	1	Levante	gainsboro	
Libyan_Jew_4	Libyan_Jew	52.725503	73.69429699999999	4	52.725503	1	52.725503	1	52.725503	1	32.9	13.2	0.0	Lazaridis et al. 2014	Modern		555167	1	North Africa	gainsboro	
Oroqen_0	Oroqen	6.438799999999999	15.542806999999993	3	0.0	0	0.0	0	0.0	0	50.4	126.5	0.0	Lazaridis et al. 2014	Modern		555166	1	Oroqen	gainsboro	
Egyptian_11	Egyptian	14.6792	37.797503999999996	5	14.6792	1	14.6792	1	0.0	0	31.0	31.2	0.0	Lazaridis et al. 2014	Modern		555165	1	Levante	gainsboro	
Mansi_1	Mansi	13.898401000000002	63.78697600000001	9	32.678103	3	13.898401000000002	1	0.0	0	62.5	63.3	0.0	Lazaridis et al. 2014	Modern		555165	1	Mansi	gainsboro	
Dai_4	Dai	4.702699999999998	4.702699999999998	1	0.0	0	0.0	0	0.0	0	21.0	100.0	0.0	Lazaridis et al. 2014	Modern		555165	1	Dai	gainsboro	
Spanish_1	Spanish	0.0	0.0	0	0.0	0	0.0	0	0.0	0	41.4	-4.5	0.0	Lazaridis et al. 2014	Modern		555163	1	Iberia	gainsboro	
Xibo_1	Xibo	0.0	0.0	0	0.0	0	0.0	0	0.0	0	43.5	81.5	0.0	Lazaridis et al. 2014	Modern		555163	1	Steppe	gainsboro	
Spanish_14	Spanish	13.006304999999996	13.006304999999996	1	13.006304999999996	1	13.006304999999996	1	0.0	0	41.8	1.5	0.0	Lazaridis et al. 2014	Modern		555162	1	Iberia	gainsboro	
Balochi_17	Balochi	25.477098999999992	120.45769	12	87.95770400000002	5	77.87080999999999	4	47.16580499999999	2	30.5	66.5	0.0	Lazaridis et al. 2014	Modern		555161	1	Central Asia	gainsboro	
Balochi_18	Balochi	23.828897	237.80158600000004	23	186.249873	14	106.201986	6	47.607896000000004	2	30.5	66.5	0.0	Lazaridis et al. 2014	Modern		555161	1	Central Asia	gainsboro	
Chuvash_0	Chuvash	8.046299999999995	15.152497	2	8.046299999999995	1	0.0	0	0.0	0	56.1	47.3	0.0	Lazaridis et al. 2014	Modern		555160	1	Steppe	gainsboro	
Mixe_2	Mixe	12.248099	87.05619799999998	9	80.58769899999999	8	12.248099	1	0.0	0	17.0	96.6	0.0	Lazaridis et al. 2014	Modern		555159	1	Mixe	gainsboro	
AA_2	AA	0.0	0.0	0	0.0	0	0.0	0	0.0	0	39.7	-105.0	0.0	Lazaridis et al. 2014	Modern		555157	1	Pacific NW	gainsboro	
Quechua_3	Quechua	13.942301	21.256703	2	13.942301	1	13.942301	1	0.0	0	-13.5	-72.0	0.0	Lazaridis et al. 2014	Modern		555157	1	Andean	gainsboro	
Makrani_3	Makrani	0.0	0.0	0	0.0	0	0.0	0	0.0	0	26.0	64.0	0.0	Lazaridis et al. 2014	Modern		555156	1	Central Asia	gainsboro	
Spanish_17	Spanish	0.0	0.0	0	0.0	0	0.0	0	0.0	0	39.5	-0.4	0.0	Lazaridis et al. 2014	Modern		555156	1	Iberia	gainsboro	
Dai_8	Dai	44.239401	59.794103	3	55.352603	2	44.239401	1	44.239401	1	21.0	100.0	0.0	Lazaridis et al. 2014	Modern		555152	1	Dai	gainsboro	
She_5	She	5.4332019999999925	9.925801999999992	2	0.0	0	0.0	0	0.0	0	27.0	119.0	0.0	Lazaridis et al. 2014	Modern		555151	1	She	gainsboro	
Balochi_13	Balochi	24.4178	119.710872	13	76.923084	5	47.99860200000001	2	47.99860200000001	2	30.5	66.5	0.0	Lazaridis et al. 2014	Modern		555150	1	Central Asia	gainsboro	
Lebanese_2	Lebanese	39.436602999999984	96.02080899999996	7	67.72760199999999	2	67.72760199999999	2	67.72760199999999	2	33.8	35.6	0.0	Lazaridis et al. 2014	Modern		555150	1	Levante	gainsboro	
Palestinian_24	Palestinian	37.13389600000001	164.83769800000005	10	154.30489	8	135.24818900000002	6	70.734296	2	32.0	35.0	0.0	Lazaridis et al. 2014	Modern		555150	1	Levante	gainsboro	
Palestinian_14	Palestinian	0.0	0.0	0	0.0	0	0.0	0	0.0	0	32.0	35.0	0.0	Lazaridis et al. 2014	Modern		555149	1	Levante	gainsboro	
Mandenka_2	Mandenka	0.0	0.0	0	0.0	0	0.0	0	0.0	0	12.0	-12.0	0.0	Lazaridis et al. 2014	Modern		555149	1	Mandenka	gainsboro	
Yukagir_4	Yukagir	10.518997999999996	55.15918999999999	9	19.10468899999999	2	0.0	0	0.0	0	68.6	153.0	0.0	Lazaridis et al. 2014	Modern		555149	1	Yukagir	gainsboro	
Daur_6	Daur	4.7860030000000044	8.859906000000006	2	0.0	0	0.0	0	0.0	0	48.5	124.0	0.0	Lazaridis et al. 2014	Modern		555148	1	Daur	gainsboro	
Tajik_Pomiri_1	Tajik_Pomiri	10.394901	10.394901	1	10.394901	1	0.0	0	0.0	0	37.4	71.7	0.0	Lazaridis et al. 2014	Modern		555148	1	Central Asia	gainsboro	
Mixtec_0	Mixtec	18.843102000000012	38.28910200000002	4	18.843102000000012	1	18.843102000000012	1	0.0	0	16.7	-97.2	0.0	Lazaridis et al. 2014	Modern		555147	1	Mixtec	gainsboro	
Zapotec_4	Zapotec	10.130000000000015	30.476398000000017	5	10.130000000000015	1	0.0	0	0.0	0	17.0	-96.5	0.0	Lazaridis et al. 2014	Modern		555147	1	Zapotec	gainsboro	
Brahui_8	Brahui	0.0	0.0	0	0.0	0	0.0	0	0.0	0	30.5	66.5	0.0	Lazaridis et al. 2014	Modern		555147	1	Central Asia	gainsboro	
Japanese_21	Japanese	0.0	0.0	0	0.0	0	0.0	0	0.0	0	38.0	138.0	0.0	Lazaridis et al. 2014	Modern		555146	1	Japanese	gainsboro	
Algerian_4	Algerian	38.70810200000001	128.49581100000003	7	123.42551100000004	6	115.28530400000004	5	84.81060500000002	3	36.8	3.0	0.0	Lazaridis et al. 2014	Modern		555145	1	Iberia	gainsboro	
She_7	She	9.082002000000001	17.689801000000006	2	17.689801000000006	2	0.0	0	0.0	0	27.0	119.0	0.0	Lazaridis et al. 2014	Modern		555145	1	She	gainsboro	
BedouinB_5	BedouinB	36.61179600000001	95.959475	9	75.11848400000002	5	36.61179600000001	1	36.61179600000001	1	31.0	35.0	0.0	Lazaridis et al. 2014	Modern		555144	1	Levante	gainsboro	
Hungarian_10	Hungarian	0.0	0.0	0	0.0	0	0.0	0	0.0	0	47.5	19.1	0.0	Lazaridis et al. 2014	Modern		555144	1	Eastern Europe	gainsboro	
Pima_9	Pima	25.407601000000003	318.19860199999994	22	297.600308	18	257.554712	14	116.413207	5	29.0	-108.0	0.0	Lazaridis et al. 2014	Modern		555140	1	Pima	gainsboro	
Tubalar_11	Tubalar	6.906599999999999	34.68178899999999	6	0.0	0	0.0	0	0.0	0	51.1	87.0	0.0	Lazaridis et al. 2014	Modern		555140	1	Steppe	gainsboro	
Atayal_7	Atayal	20.189401999999998	128.674891	16	58.11990699999999	4	48.991707	3	20.189401999999998	1	24.6	121.3	0.0	Lazaridis et al. 2014	Modern		555140	1	Atayal	gainsboro	
Korean_5	Korean	0.0	0.0	0	0.0	0	0.0	0	0.0	0	37.6	127.0	0.0	Lazaridis et al. 2014	Modern		555139	1	Korean	gainsboro	
Tajik_Pomiri_6	Tajik_Pomiri	45.935398	214.5384	15	172.39199800000003	7	172.39199800000003	7	119.97260400000003	4	37.4	71.7	0.0	Lazaridis et al. 2014	Modern		555138	1	Central Asia	gainsboro	
Turkmen_2	Turkmen	0.0	0.0	0	0.0	0	0.0	0	0.0	0	42.5	59.6	0.0	Lazaridis et al. 2014	Modern		555136	1	Steppe	gainsboro	
Czech_7	Czech	0.0	0.0	0	0.0	0	0.0	0	0.0	0	50.1	14.4	0.0	Lazaridis et al. 2014	Modern		555136	1	Central Europe	gainsboro	
Naxi_4	Naxi	4.091800000000001	4.091800000000001	1	0.0	0	0.0	0	0.0	0	26.0	100.0	0.0	Lazaridis et al. 2014	Modern		555136	1	Naxi	gainsboro	
Luhya_1	Luhya	9.855499	14.811998000000004	2	9.855499	1	0.0	0	0.0	0	1.3	36.8	0.0	Lazaridis et al. 2014	Modern		555136	1	East Africa	gainsboro	
Kalmyk_5	Kalmyk	9.525999999999996	22.10619199999997	3	9.525999999999996	1	0.0	0	0.0	0	46.2	45.3	0.0	Lazaridis et al. 2014	Modern		555135	1	Steppe	gainsboro	
Syrian_4	Syrian	0.0	0.0	0	0.0	0	0.0	0	0.0	0	35.1	36.9	0.0	Lazaridis et al. 2014	Modern		555133	1	Levante	gainsboro	
Turkish_6	Turkish	0.0	0.0	0	0.0	0	0.0	0	0.0	0	39.6	28.5	0.0	Lazaridis et al. 2014	Modern		555133	1	Aegan	gainsboro	
BedouinA_5	BedouinA	10.859901000000004	10.859901000000004	1	10.859901000000004	1	0.0	0	0.0	0	31.0	35.0	0.0	Lazaridis et al. 2014	Modern		555132	1	Levante	gainsboro	
